length,prefill,decode
0.5,0.05345139521954208,38.149860182659715
1,0.12276517424001872,38.15966216530138
2,0.2746618945029194,38.3121158991845
3,0.44415163511871436,38.68287108493897
4,0.6250002876695476,38.79560232597888
6,0.987852754248086,38.95676634645669
8,1.5163566535925876,39.854757801591106
12,2.3770571779354297,43.85506586294519
16,3.300116439330241,45.71853527092507
24,5.487368808866169,50.362875738491006
